LoanProgID,ProjectCounty,ProjectState,ProgramType,ProgramDesc,JobsSupported,MethodID,SBABranchID
LP365,HARRIS,TX,7A,Guaranty,0,PLP,20
LP366,BURLEIGH,ND,7A,Guaranty,1,OTH 7A,144
LP367,TRAVIS,TX,7A,Guaranty,87,PLP,207
LP368,MEEKER,MN,7A,FA$TRK (Small Loan Express),5,SBA EXPRES,8
LP369,WAKE,NC,7A,Guaranty,7,PLP,67
LP370,BALTIMORE CITY,MD,7A,FA$TRK (Small Loan Express),8,SBA EXPRES,60
LP371,PAYNE,OK,7A,Guaranty,30,OTH 7A,228
LP372,SPOKANE,WA,7A,FA$TRK (Small Loan Express),8,SBA EXPRES,212
LP373,LOS ANGELES,CA,7A,Community Express,5,COMM EXPRS,229
LP374,ORANGE,FL,7A,Guaranty,8,PLP,230
LP375,NEW YORK,NY,7A,Community Express,3,COMM EXPRS,169
LP376,SOLANO,CA,7A,Guaranty,1,PLP,231
LP377,MEEKER,MN,7A,FA$TRK (Small Loan Express),5,SBA EXPRES,8
LP378,BRISTOL,MA,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,90
LP379,DANE,WI,7A,Guaranty,6,OTH 7A,156
LP380,BARNSTABLE,MA,7A,FA$TRK (Small Loan Express),5,SBA EXPRES,90
LP381,SWEETWATER,WY,7A,Guaranty,5,OTH 7A,232
LP382,HAMPDEN,MA,7A,Guaranty,3,PLP,233
LP383,POLK,FL,7A,Guaranty,1,OTH 7A,234
LP384,YORK,ME,7A,Guaranty,16,PLP,84
LP385,UTAH,UT,7A,Guaranty,17,PLP,140
LP386,DELAWARE,PA,7A,Community Express,10,COMM EXPRS,235
LP387,SAINT CROIX,VI,7A,Community Express,1,COMM EXPRS,18
LP388,NEW YORK,NY,7A,Rural Lender Advantage,15,RLA,169
LP389,BALTIMORE,MD,7A,Guaranty,10,PLP,236
LP390,CRAWFORD,PA,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,168
LP391,LOS ANGELES,CA,7A,Guaranty,15,OTH 7A,14
LP392,STARK,OH,7A,FA$TRK (Small Loan Express),0,SBA EXPRES,237
LP393,ESSEX,MA,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,21
LP394,BELMONT,OH,7A,Guaranty,6,CLP,238
LP395,VOLUSIA,FL,7A,Guaranty,5,CLP,239
LP396,KENT,MI,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,147
LP397,LEAKE,MS,7A,Guaranty,2,OTH 7A,133
LP398,CHEMUNG,NY,7A,Guaranty,4,OTH 7A,240
LP399,CLARK,WA,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,171
LP400,CLARK,NV,7A,FA$TRK (Small Loan Express),9,SBA EXPRES,241
LP401,WILLIAMSON,TX,7A,Community Express,37,COMM EXPRS,211
LP402,GRAND FORKS,ND,7A,Guaranty,9,OTH 7A,144
LP403,SEVIER,AR,7A,Guaranty,2,OTH 7A,242
LP404,DODGE,WI,7A,FA$TRK (Small Loan Express),14,SBA EXPRES,103
LP405,PHILADELPHIA,PA,7A,Guaranty,35,PLP,243
LP406,OWYHEE,ID,7A,FA$TRK (Small Loan Express),45,SBA EXPRES,161
LP407,HENNEPIN,MN,7A,Community Express,3,COMM EXPRS,100
LP408,MERCER,NJ,7A,Guaranty,2,PLP,244
LP409,COOK,IL,7A,Community Express,10,COMM EXPRS,11
LP410,NEW YORK,NY,7A,FA$TRK (Small Loan Express),10,SBA EXPRES,78
LP411,SAINT LOUIS,MN,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,66
LP412,HENNEPIN,MN,7A,Guaranty,5,OTH 7A,100
LP413,LEMHI,ID,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,82
LP414,KENT,MI,7A,Guaranty,9,OTH 7A,147
LP415,MARION,AL,7A,Guaranty,1,OTH 7A,245
LP416,ELLIS,TX,7A,Guaranty,233,OTH 7A,154
LP417,HARTFORD,CT,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,4
LP418,ORANGE,CA,7A,Guaranty,10,PLP,246
LP419,ANOKA,MN,7A,Guaranty,8,OTH 7A,41
LP420,CARSON CITY,NV,7A,Community Express,35,COMM EXPRS,227
LP421,CHEROKEE,GA,7A,Guaranty,8,PLP,247
LP422,RIVERSIDE,CA,7A,FA$TRK (Small Loan Express),1,EXPRES EXP,248
LP423,GREENE,MO,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,45
LP424,SNOHOMISH,WA,7A,Guaranty,6,PLP,12
LP425,TARRANT,TX,7A,Guaranty,13,PLP,249
LP426,DAKOTA,MN,7A,FA$TRK (Small Loan Express),18,SBA EXPRES,143
LP427,DURHAM,NC,7A,Guaranty,7,CLP,250
LP428,UTAH,UT,7A,FA$TRK (Small Loan Express),5,SBA EXPRES,140
LP429,ONEIDA,NY,7A,Guaranty,9,PLP,122
LP430,PHILADELPHIA,PA,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,243
LP431,CALVERT,MD,7A,Guaranty,8,OTH 7A,106
LP432,JONES,MS,7A,FA$TRK (Small Loan Express),5,SBA EXPRES,251
LP433,EL DORADO,CA,7A,Guaranty,4,PLP,252
LP434,UTAH,UT,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,136
LP435,JONES,MS,7A,Gulf Opportunity,5,GO LOANS,251
LP436,CAROLINA,PR,7A,Guaranty,5,OTH 7A,18
LP437,GREENE,MO,7A,Guaranty,2,PLP,45
LP438,DOUGLAS,NE,7A,Guaranty,8,OTH 7A,217
LP439,WASATCH,UT,7A,Guaranty,6,OTH 7A,140
LP440,STARK,OH,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,52
LP441,GREENE,MO,7A,Guaranty,9,PLP,45
LP442,POLK,IA,7A,Guaranty,5,OTH 7A,160
LP443,BURLEIGH,ND,7A,Guaranty,1,OTH 7A,144
LP444,CAPE MAY,NJ,7A,Guaranty,3,OTH 7A,253
LP445,GREENE,MO,7A,Guaranty,1,PLP,45
LP446,ERIE,NY,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,254
LP447,CAPE MAY,NJ,7A,Guaranty,3,OTH 7A,253
LP448,JEFFERSON,CO,7A,Guaranty,2,PLP,218
LP449,CAMDEN,NJ,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,255
LP450,RAMSEY,MN,7A,Guaranty,80,PLP,50
LP451,ARAPAHOE,CO,7A,Guaranty,15,PLP,218
LP452,NEW YORK,NY,7A,Rural Lender Advantage,15,RLA,169
LP453,BERKSHIRE,MA,7A,FA$TRK (Small Loan Express),2,EXPRES EXP,233
LP454,DELAWARE,OH,7A,Guaranty,10,PLP,223
LP455,QUEENS,NY,7A,FA$TRK (Small Loan Express),82,SBA EXPRES,256
LP456,GREENE,MO,7A,Guaranty,0,PLP,45
LP457,PIMA,AZ,7A,Guaranty,3,PLP,257
LP458,BLADEN,NC,7A,Community Express,8,COMM EXPRS,179
LP459,BERKSHIRE,MA,7A,FA$TRK (Small Loan Express),2,EXPRES EXP,233
LP460,PIMA,AZ,7A,Guaranty,3,PLP,257
LP461,BRISTOL,MA,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,175
LP462,ALLEGAN,MI,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,258
LP463,HENNEPIN,MN,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,38
LP464,ROCK,WI,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,156
LP465,LOS ANGELES,CA,7A,Guaranty,15,OTH 7A,14
LP466,BURLEIGH,ND,7A,Guaranty,1,OTH 7A,144
LP467,LOS ANGELES,CA,7A,Guaranty,48,OTH 7A,190
LP468,DOUGLAS,OR,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,259
LP469,LOS ANGELES,CA,7A,Guaranty,35,CLP,109
LP470,HENNEPIN,MN,7A,Guaranty,30,OTH 7A,38
LP471,SUMMIT,OH,7A,Rural Lender Advantage,5,RLA,192
LP472,HARTFORD,CT,7A,Guaranty,3,OTH 7A,189
LP473,HARTFORD,CT,7A,Guaranty,3,OTH 7A,189
LP474,DALLAS,TX,7A,Guaranty,52,PLP,108
LP475,LOS ANGELES,CA,7A,Guaranty,48,OTH 7A,190
LP476,WHATCOM,WA,7A,Guaranty,3,PLP,12
LP477,SAN DIEGO,CA,7A,Guaranty,4,PLP,260
LP478,SAINT TAMMANY,LA,7A,Community Express,2,COMM EXPRS,261
LP479,NEWPORT,RI,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,262
LP480,SNOHOMISH,WA,7A,Community Express,2,COMM EXPRS,12
LP481,MERCER,NJ,7A,Community Express,3,COMM EXPRS,244
LP482,DESCHUTES,OR,7A,Patriot Express,2,PATRIOT EX,263
LP483,LOS ANGELES,CA,7A,Community Express,4,COMM EXPRS,264
LP484,SPOKANE,WA,7A,Guaranty,5,OTH 7A,212
LP485,SAN DIEGO,CA,7A,FA$TRK (Small Loan Express),13,SBA EXPRES,42
LP486,QUEENS,NY,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,265
LP487,DENTON,TX,7A,Guaranty,18,PLP,150
LP488,SAN FRANCISCO,CA,7A,FA$TRK (Small Loan Express),21,SBA EXPRES,10
LP489,SANTA CLARA,CA,7A,Guaranty,6,PLP,68
LP490,TRAVIS,TX,7A,Community Express,1,COMM EXPRS,33
LP491,ORLEANS,LA,7A,Gulf Opportunity,11,GO LOANS,208
LP492,COOK,IL,7A,Guaranty,5,PLP,266
LP493,MONTGOMERY,PA,7A,Guaranty,20,PLP,43
LP494,BERRIEN,MI,7A,FA$TRK (Small Loan Express),12,SBA EXPRES,258
LP495,HUTCHINSON,TX,7A,Community Express,1,COMM EXPRS,267
LP496,SULLIVAN,PA,7A,FA$TRK (Small Loan Express),33,SBA EXPRES,155
LP497,BOULDER,CO,7A,FA$TRK (Small Loan Express),7,SBA EXPRES,56
LP498,MECKLENBURG,NC,7A,Guaranty,15,PLP,81
LP499,ONEIDA,NY,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,122
LP500,COBB,GA,7A,Guaranty,19,PLP,213
LP501,SAINT LOUIS,MO,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,113
LP502,COLLIER,FL,7A,FA$TRK (Small Loan Express),15,SBA EXPRES,49
LP503,ORANGE,FL,7A,Community Express,13,COMM EXPRS,230
LP504,ROCK ISLAND,IL,7A,Community Express,6,COMM EXPRS,268
LP505,WAKE,NC,7A,FA$TRK (Small Loan Express),3,EXPRES EXP,91
LP506,GRUNDY,IL,7A,Guaranty,12,PLP,172
LP507,SARATOGA,NY,7A,FA$TRK (Small Loan Express),7,SBA EXPRES,269
LP508,ORANGE,FL,7A,Community Express,4,COMM EXPRS,270
LP509,BREVARD,FL,7A,FA$TRK (Small Loan Express),30,SBA EXPRES,271
LP510,LETCHER,KY,7A,FA$TRK (Small Loan Express),14,SBA EXPRES,272
LP511,DALLAS,TX,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,34
LP512,WARREN,OH,7A,FA$TRK (Small Loan Express),6,SBA EXPRES,180
LP513,BROWARD,FL,7A,FA$TRK (Small Loan Express),10,SBA EXPRES,273
LP514,HENNEPIN,MN,7A,Guaranty,4,OTH 7A,100
LP515,SULLIVAN,TN,7A,Community Express,4,COMM EXPRS,274
LP516,TRAVIS,TX,7A,Guaranty,0,PLP,207
LP517,ESSEX,MA,7A,FA$TRK (Small Loan Express),30,SBA EXPRES,21
LP518,WINDSOR,VT,7A,Guaranty,3,OTH 7A,37
LP519,CALEDONIA,VT,7A,Community Express,1,COMM EXPRS,37
LP520,ARLINGTON,VA,7A,Guaranty,100,PLP,275
LP521,NEW HAVEN,CT,7A,Guaranty,20,OTH 7A,4
LP522,MIDLAND,MI,7A,Guaranty,1,PLP,165
LP523,JENNINGS,IN,7A,Community Express,6,COMM EXPRS,276
LP524,ORANGE,CA,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,77
LP525,TARRANT,TX,7A,Guaranty,2,OTH 7A,249
LP526,EL PASO,CO,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,277
LP527,FORT BEND,TX,7A,Patriot Express,7,PATRIOT EX,20
LP528,PLYMOUTH,MA,7A,Guaranty,70,OTH 7A,90
LP529,HOWARD,IN,7A,Guaranty,0,PLP,162
LP530,OTTAWA,MI,7A,Rural Lender Advantage,1,RLA,104
LP531,BERKS,PA,7A,FA$TRK (Small Loan Express),46,SBA EXPRES,278
LP532,MESA,CO,7A,Guaranty,8,PLP,201
LP533,TARRANT,TX,7A,Guaranty,1,PLP,150
LP534,LOS ANGELES,CA,7A,Community Express,3,COMM EXPRS,264
LP535,YORK,ME,7A,Guaranty,7,PLP,84
LP536,SAGINAW,MI,7A,FA$TRK (Small Loan Express),6,SBA EXPRES,279
LP537,DICKINSON,MI,7A,Rural Lender Advantage,4,RLA,97
LP538,MARICOPA,AZ,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,32
LP539,ORANGE,CA,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,110
LP540,ESSEX,MA,7A,FA$TRK (Small Loan Express),27,SBA EXPRES,21
LP541,VOLUSIA,FL,7A,FA$TRK (Small Loan Express),5,SBA EXPRES,239
LP542,PUEBLO,CO,7A,Guaranty,10,PLP,201
LP543,MIDDLESEX,MA,7A,FA$TRK (Small Loan Express),55,SBA EXPRES,281
LP544,MILWAUKEE,WI,7A,FA$TRK (Small Loan Express),11,SBA EXPRES,89
LP545,VENTURA,CA,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,282
LP546,SUFFOLK,MA,7A,Guaranty,10,PLP,176
LP547,SAWYER,WI,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,16
LP548,DENVER,CO,7A,Guaranty,1,PLP,1
LP549,WILLIAMSON,TX,7A,Guaranty,4,PLP,211
LP550,BUTLER,OH,7A,Guaranty,5,PLP,283
LP551,LEHIGH,PA,7A,Guaranty,0,PLP,284
LP552,CACHE,UT,7A,FA$TRK (Small Loan Express),5,SBA EXPRES,36
LP553,ALAMEDA,CA,7A,FA$TRK (Small Loan Express),6,SBA EXPRES,285
LP554,PLYMOUTH,MA,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,90
LP555,PALM BEACH,FL,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,286
LP556,LOS ANGELES,CA,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,287
LP557,LINCOLN,MS,7A,FA$TRK (Small Loan Express),20,SBA EXPRES,133
LP558,COOK,IL,7A,Community Express,1,COMM EXPRS,62
LP559,LOS ANGELES,CA,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,287
LP560,HENRICO,VA,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,288
LP561,PLACER,CA,7A,FA$TRK (Small Loan Express),9,SBA EXPRES,252
LP562,CLARK,NV,7A,Community Express,2,COMM EXPRS,206
LP563,STEARNS,MN,7A,Guaranty,60,OTH 7A,8
LP564,ORANGE,CA,7A,FA$TRK (Small Loan Express),13,SBA EXPRES,182
LP565,GENESEE,NY,7A,Guaranty,4,PLP,102
LP566,ORANGE,CA,7A,FA$TRK (Small Loan Express),13,SBA EXPRES,182
LP567,HERKIMER,NY,7A,FA$TRK (Small Loan Express),13,SBA EXPRES,122
LP568,HERKIMER,NY,7A,FA$TRK (Small Loan Express),13,SBA EXPRES,122
LP569,BURLINGTON,NJ,7A,Patriot Express,2,PATRIOT EX,289
LP570,MANASSAS CITY,VA,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,185
LP571,ARLINGTON,VA,7A,Guaranty,28,PLP,275
LP572,FLATHEAD,MT,7A,Guaranty,2,OTH 7A,123
LP573,JEFFERSON,LA,7A,Gulf Opportunity,11,GO LOANS,208
LP574,NORFOLK,MA,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,176
LP575,DALLAS,TX,7A,Guaranty,7,PLP,137
LP576,SAINT LOUIS,MO,7A,Rural Lender Advantage,9,RLA,290
LP577,GRAFTON,NH,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,291
LP578,BURLEIGH,ND,7A,509 - DEALER FLOOR PLAN,5,DFP,144
LP579,JACKSON,MS,7A,Gulf Opportunity,10,GO LOANS,251
LP580,WASHINGTON,PA,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,167
LP581,KOSCIUSKO,IN,7A,FA$TRK (Small Loan Express),8,SBA EXPRES,5
LP582,KENT,MI,7A,FA$TRK (Small Loan Express),0,SBA EXPRES,147
LP583,SALT LAKE,UT,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,140
LP584,SALT LAKE,UT,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,140
LP585,DALLAS,TX,7A,Rural Lender Advantage,20,RLA,137
LP586,SAINT LOUIS,MN,7A,Guaranty,2,PLP,66
LP587,SAN DIEGO,CA,7A,Guaranty,4,OTH 7A,42
LP588,CATTARAUGUS,NY,7A,FA$TRK (Small Loan Express),5,SBA EXPRES,292
LP589,POTTER,PA,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,155
LP590,ARAPAHOE,CO,7A,Guaranty,20,PLP,218
LP591,CASS,TX,7A,Guaranty,4,PLP,293
LP592,FAIRFIELD,CT,7A,FA$TRK (Small Loan Express),7,SBA EXPRES,4
LP593,BARNSTABLE,MA,7A,Guaranty,1,OTH 7A,90
LP594,HAYS,TX,7A,Guaranty,30,PLP,33
LP595,SAN FRANCISCO,CA,7A,FA$TRK (Small Loan Express),5,SBA EXPRES,10
LP596,JUNEAU,WI,7A,FA$TRK (Small Loan Express),17,SBA EXPRES,119
LP597,PARK,WY,7A,Patriot Express,4,PATRIOT EX,232
LP598,MARSHALL,KY,7A,Guaranty,6,OTH 7A,294
LP599,SACRAMENTO,CA,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,2
LP600,ARAPAHOE,CO,7A,Guaranty,0,PLP,218
LP601,LINN,IA,7A,Guaranty,15,OTH 7A,126
LP602,MERCER,NJ,7A,Guaranty,25,PLP,295
LP603,GAGE,NE,7A,Patriot Express,11,PATRIOT EX,296
LP604,BURLINGTON,NJ,7A,Guaranty,14,PLP,289
LP605,CASS,ND,7A,FA$TRK (Small Loan Express),6,SBA EXPRES,144
LP606,BUCKS,PA,7A,Guaranty,20,OTH 7A,297
LP607,LAKE,IL,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,62
LP608,SAINT LOUIS CITY,MO,7A,Guaranty,18,PLP,113
LP609,BLOUNT,TN,7A,Guaranty,6,PLP,298
LP610,CHITTENDEN,VT,7A,Guaranty,10,PLP,37
LP611,WAKE,NC,7A,Guaranty,2,OTH 7A,91
LP612,BUTLER,OH,7A,Guaranty,5,OTH 7A,283
LP613,TAOS,NM,7A,Rural Lender Advantage,1,RLA,195
LP614,WEBER,UT,7A,FA$TRK (Small Loan Express),10,SBA EXPRES,36
LP615,FULTON,GA,7A,FA$TRK (Small Loan Express),5,SBA EXPRES,58
LP616,BAY,MI,7A,Guaranty,2,PLP,279
LP617,DEER LODGE,MT,7A,Guaranty,44,PLP,123
LP618,KENT,MI,7A,Guaranty,6,PLP,147
LP619,OTTAWA,MI,7A,FA$TRK (Small Loan Express),0,SBA EXPRES,104
LP620,KING,WA,7A,Guaranty,2,PLP,117
LP621,LOS ANGELES,CA,7A,Guaranty,2,PLP,184
LP622,LEE,FL,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,49
LP623,BERGEN,NJ,7A,Guaranty,26,PLP,130
LP624,COOK,IL,7A,FA$TRK (Small Loan Express),12,SBA EXPRES,183
LP625,SHAWNEE,KS,7A,FA$TRK (Small Loan Express),14,SBA EXPRES,299
LP626,ALLEGHENY,PA,7A,Guaranty,22,PLP,300
LP627,DAVIS,UT,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,54
LP628,CHEROKEE,AL,7A,Guaranty,1,OTH 7A,245
LP629,MAYAGUEZ,PR,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,18
LP630,ORANGE,CA,7A,FA$TRK (Small Loan Express),15,SBA EXPRES,182
LP631,PRINCE GEORGES,MD,7A,Community Express,6,COMM EXPRS,301
LP632,HARRIS,TX,7A,Community Express,5,COMM EXPRS,214
LP633,HURON,OH,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,237
LP634,LANCASTER,PA,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,71
LP635,DELTA,MI,7A,Guaranty,6,OTH 7A,97
LP636,LOS ANGELES,CA,7A,FA$TRK (Small Loan Express),12,SBA EXPRES,153
LP637,UNION,NJ,7A,FA$TRK (Small Loan Express),14,SBA EXPRES,302
LP638,CHEROKEE,AL,7A,Guaranty,1,OTH 7A,245
LP639,MARICOPA,AZ,7A,Guaranty,1,PLP,303
LP640,DAUPHIN,PA,7A,Guaranty,0,PLP,187
LP641,WILLIAMSON,TX,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,211
LP642,LAFAYETTE,LA,7A,Guaranty,0,PLP,125
LP643,WILLIAMSON,TX,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,211
LP644,CASS,ND,7A,Guaranty,8,OTH 7A,144
LP645,SEDGWICK,KS,7A,Guaranty,3,OTH 7A,304
LP646,KING,WA,7A,Guaranty,2,OTH 7A,305
LP647,SAN DIEGO,CA,7A,Patriot Express,2,PATRIOT EX,42
LP648,DOUGHERTY,GA,7A,Guaranty,4,PLP,65
LP649,ERIE,NY,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,254
LP650,COOK,IL,7A,FA$TRK (Small Loan Express),40,SBA EXPRES,306
LP651,CASS,MN,7A,Community Express,2,COMM EXPRS,66
LP652,MCHENRY,IL,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,307
LP653,ONONDAGA,NY,7A,FA$TRK (Small Loan Express),10,SBA EXPRES,308
LP654,LICKING,OH,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,223
LP655,GWINNETT,GA,7A,Community Express,2,COMM EXPRS,17
LP656,WASHOE,NV,7A,FA$TRK (Small Loan Express),22,SBA EXPRES,227
LP657,SAN LUIS OBISPO,CA,7A,FA$TRK (Small Loan Express),20,SBA EXPRES,57
LP658,BERKSHIRE,MA,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,233
LP659,YORK,ME,7A,FA$TRK (Small Loan Express),21,SBA EXPRES,84
LP660,LUZERNE,PA,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,309
LP661,WILLIAMSON,TX,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,211
LP662,VOLUSIA,FL,7A,FA$TRK (Small Loan Express),20,SBA EXPRES,239
LP663,BRISTOL,MA,7A,FA$TRK (Small Loan Express),11,SBA EXPRES,90
LP664,TAYLOR,TX,7A,FA$TRK (Small Loan Express),60,SBA EXPRES,94
LP665,PALM BEACH,FL,7A,FA$TRK (Small Loan Express),25,SBA EXPRES,13
LP666,YORK,ME,7A,FA$TRK (Small Loan Express),9,SBA EXPRES,84
LP667,KENT,MI,7A,FA$TRK (Small Loan Express),5,SBA EXPRES,147
LP668,ORANGE,CA,7A,FA$TRK (Small Loan Express),45,SBA EXPRES,77
LP669,CUMBERLAND,ME,7A,Patriot Express,23,PATRIOT EX,84
LP670,MARICOPA,AZ,7A,FA$TRK (Small Loan Express),10,SBA EXPRES,80
LP671,LAKE,MT,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,123
LP672,CUMBERLAND,ME,7A,Patriot Express,23,PATRIOT EX,84
LP673,MADISON,KY,7A,Rural Lender Advantage,4,RLA,64
LP674,WORCESTER,MA,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,188
LP675,COOS,NH,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,291
LP676,ONONDAGA,NY,7A,Guaranty,40,PLP,308
LP677,ADA,ID,7A,Guaranty,12,PLP,161
LP678,SALT LAKE,UT,7A,FA$TRK (Small Loan Express),0,SBA EXPRES,54
LP679,SNOHOMISH,WA,7A,Guaranty,11,PLP,12
LP680,HERNANDO,FL,7A,Community Express,2,COMM EXPRS,310
LP681,WASHINGTON,OR,7A,Community Express,3,COMM EXPRS,152
LP682,FULTON,GA,7A,Community Express,4,COMM EXPRS,58
LP683,OZAUKEE,WI,7A,FA$TRK (Small Loan Express),5,SBA EXPRES,26
LP684,SHASTA,CA,7A,Guaranty,2,PLP,139
LP685,JUNEAU,AK,7A,Community Express,14,COMM EXPRS,311
LP686,SAWYER,WI,7A,FA$TRK (Small Loan Express),24,SBA EXPRES,16
LP687,ACADIA,LA,7A,Patriot Express,2,PATRIOT EX,125
LP688,GREENE,MO,7A,FA$TRK (Small Loan Express),13,SBA EXPRES,45
LP689,NEW HAVEN,CT,7A,FA$TRK (Small Loan Express),15,SBA EXPRES,4
LP690,JEFFERSON,WI,7A,FA$TRK (Small Loan Express),18,SBA EXPRES,89
LP691,DOUGLAS,NE,7A,Patriot Express,2,PATRIOT EX,217
LP692,LEAKE,MS,7A,Gulf Opportunity,2,GO LOANS,133
LP693,PALM BEACH,FL,7A,Guaranty,10,PLP,312
LP694,MIDDLESEX,MA,7A,Guaranty,203,PLP,131
LP695,HARRIS,TX,7A,Guaranty,10,PLP,313
LP696,FORREST,MS,7A,Guaranty,5,PLP,251
LP697,INYO,CA,7A,FA$TRK (Small Loan Express),2,EXPRES EXP,314
LP698,KENT,MI,7A,Patriot Express,6,PATRIOT EX,147
LP699,PITT,NC,7A,FA$TRK (Small Loan Express),5,EXPRES EXP,315
LP700,HENDERSON,TN,7A,FA$TRK (Small Loan Express),11,SBA EXPRES,220
LP701,BUTLER,OH,7A,Community Express,5,COMM EXPRS,283
LP702,CONTRA COSTA,CA,7A,Guaranty,16,OTH 7A,173
LP703,KAUAI,HI,7A,Community Express,1,COMM EXPRS,205
LP704,MONROE,WI,7A,Patriot Express,2,PATRIOT EX,119
LP705,AIKEN,SC,7A,Patriot Express,1,PATRIOT EX,7
LP706,FULTON,GA,7A,Community Express,6,COMM EXPRS,58
LP707,CUMBERLAND,NJ,7A,Community Express,3,COMM EXPRS,253
LP708,JOHNSTON,NC,7A,Patriot Express,2,PATRIOT EX,67
LP709,CUMBERLAND,NC,7A,Community Express,5,COMM EXPRS,316
LP710,WINNEBAGO,IL,7A,Guaranty,40,PLP,317
LP711,BURNET,TX,7A,Guaranty,18,OTH 7A,207
LP712,MIDDLESEX,MA,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,175
LP713,SAINT LAWRENCE,NY,7A,FA$TRK (Small Loan Express),20,SBA EXPRES,269
LP714,MIAMI-DADE,FL,7A,Community Express,3,COMM EXPRS,112
LP715,TARRANT,TX,7A,Guaranty,8,OTH 7A,154
LP716,SALT LAKE,UT,7A,FA$TRK (Small Loan Express),5,SBA EXPRES,54
LP717,ISLAND,WA,7A,Guaranty,2,OTH 7A,12
LP718,BURNET,TX,7A,Guaranty,18,OTH 7A,207
LP719,LARAMIE,WY,7A,Rural Lender Advantage,20,RLA,232
LP720,BOULDER,CO,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,56
LP721,RICHLAND,MT,7A,Rural Lender Advantage,2,RLA,123
LP722,DOUGLAS,NE,7A,FA$TRK (Small Loan Express),60,SBA EXPRES,217
LP723,DOUGLAS,NE,7A,FA$TRK (Small Loan Express),60,SBA EXPRES,217
LP724,SARATOGA,NY,7A,FA$TRK (Small Loan Express),8,SBA EXPRES,269
LP725,SAINT LUCIE,FL,7A,Guaranty,4,PLP,13
LP726,HAMPDEN,MA,7A,Community Express,8,COMM EXPRS,233
LP727,RAMSEY,MN,7A,Guaranty,88,PLP,50
LP728,ERIE,OH,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,318
LP729,HILLSBOROUGH,NH,7A,Patriot Express,21,PATRIOT EX,202
LP730,PLYMOUTH,IA,7A,Guaranty,9,OTH 7A,319
