LoanDetailID,NAICSCode,NAICSDescription,LoanStatus,RevolverStatus,AsOfDate,ApprovalDate,ApprovalFiscalYear
320,812320,Drycleaning and Laundry Services (except Coin-Operated),PIF,0,30/9/2020,10/5/2009,2010
321,447110,Gasoline Stations with Convenience Stores,CANCLD,0,30/9/2020,10/5/2009,2010
322,523930,Investment Advice,PIF,1,30/9/2020,10/5/2009,2010
323,722211,Limited-Service Restaurants,CHGOFF,0,30/9/2020,10/5/2009,2010
324,541940,Veterinary Services,PIF,0,30/9/2020,10/5/2009,2010
325,541512,Computer Systems Design Services,PIF,0,30/9/2020,10/5/2009,2010
326,322212,Folding Paperboard Box Manufacturing,CANCLD,1,30/9/2020,10/5/2009,2010
327,523991,Trust  Fiduciary  and Custody Activities,PIF,0,30/9/2020,10/5/2009,2010
328,622310,Specialty (except Psychiatric and Substance Abuse) Hospitals,CHGOFF,0,30/9/2020,10/5/2009,2010
329,511130,Book Publishers,PIF,0,30/9/2020,10/5/2009,2010
330,541512,Computer Systems Design Services,PIF,1,30/9/2020,10/5/2009,2010
331,811192,Car Washes,PIF,0,30/9/2020,10/5/2009,2010
332,722211,Limited-Service Restaurants,PIF,1,30/9/2020,10/5/2009,2010
333,812320,Drycleaning and Laundry Services (except Coin-Operated),CHGOFF,0,30/9/2020,10/5/2009,2010
334,812310,Coin-Operated Laundries and Drycleaners,CHGOFF,0,30/9/2020,10/5/2009,2010
335,517919,All Other Telecommunications,CHGOFF,1,30/9/2020,10/5/2009,2010
336,445120,Convenience Stores,PIF,0,30/9/2020,10/5/2009,2010
337,722110,Full-Service Restaurants,CHGOFF,1,30/9/2020,10/5/2009,2010
338,722211,Limited-Service Restaurants,PIF,0,30/9/2020,10/5/2009,2010
339,238990,All Other Specialty Trade Contractors,PIF,1,30/9/2020,10/5/2009,2010
340,517919,All Other Telecommunications,CHGOFF,0,30/9/2020,10/5/2009,2010
341,237310,Highway  Street  and Bridge Construction,PIF,0,30/9/2020,10/5/2009,2010
342,611692,Automobile Driving Schools,CHGOFF,0,30/9/2020,10/5/2009,2010
343,711190,Other Performing Arts Companies,PIF,0,30/9/2020,10/5/2009,2010
344,722211,Limited-Service Restaurants,PIF,0,30/9/2020,10/5/2009,2010
345,722110,Full-Service Restaurants,PIF,0,30/9/2020,10/5/2009,2010
346,621310,Offices of Chiropractors,CHGOFF,0,30/9/2020,10/5/2009,2010
347,812990,All Other Personal Services,PIF,0,30/9/2020,10/5/2009,2010
348,541620,Environmental Consulting Services,CHGOFF,0,30/9/2020,10/5/2009,2010
349,484110,General Freight Trucking  Local,PIF,0,30/9/2020,10/5/2009,2010
350,238910,Site Preparation Contractors,PIF,0,30/9/2020,10/5/2009,2010
351,722211,Limited-Service Restaurants,PIF,0,30/9/2020,10/5/2009,2010
352,561720,Janitorial Services,PIF,0,30/9/2020,10/5/2009,2010
353,621610,Home Health Care Services,PIF,0,30/9/2020,10/5/2009,2010
354,621210,Offices of Dentists,PIF,0,30/9/2020,10/5/2009,2010
355,562119,Other Waste Collection,PIF,0,30/9/2020,10/5/2009,2010
356,541430,Graphic Design Services,CHGOFF,0,30/9/2020,10/5/2009,2010
357,621399,Offices of All Other Miscellaneous Health Practitioners,PIF,0,30/9/2020,10/5/2009,2010
358,238910,Site Preparation Contractors,PIF,0,30/9/2020,10/5/2009,2010
359,541511,Custom Computer Programming Services,PIF,1,30/9/2020,10/5/2009,2010
360,443112,Radio  Television  and Other Electronics Stores,PIF,0,30/9/2020,10/5/2009,2010
361,561311,Employment Placement Agencies,EXEMPT,0,30/9/2020,10/5/2009,2010
362,321911,Wood Window and Door Manufacturing,PIF,0,30/9/2020,10/5/2009,2010
363,321920,Wood Container and Pallet Manufacturing,PIF,0,30/9/2020,10/5/2009,2010
364,451140,Musical Instrument and Supplies Stores,PIF,1,30/9/2020,10/5/2009,2010
365,238210,Electrical Contractors,PIF,0,30/9/2020,10/5/2009,2010
366,327320,Ready-Mix Concrete Manufacturing,PIF,0,30/9/2020,10/5/2009,2010
367,623210,Residential Mental Retardation Facilities,EXEMPT,0,30/9/2020,10/5/2009,2010
368,561730,Landscaping Services,PIF,0,30/9/2020,10/5/2009,2010
369,561730,Landscaping Services,PIF,0,30/9/2020,10/5/2009,2010
370,451140,Musical Instrument and Supplies Stores,PIF,0,30/9/2020,10/5/2009,2010
371,115210,Support Activities for Animal Production,CHGOFF,0,30/9/2020,10/5/2009,2010
372,713990,All Other Amusement and Recreation Industries,PIF,1,30/9/2020,10/5/2009,2010
373,336111,Automobile Manufacturing,PIF,1,30/9/2020,10/5/2009,2010
374,624410,Child Day Care Services,EXEMPT,0,30/9/2020,10/5/2009,2010
375,424210,Drugs and Druggists' Sundries Merchant Wholesalers,PIF,0,30/9/2020,10/5/2009,2010
376,621310,Offices of Chiropractors,PIF,0,30/9/2020,10/5/2009,2010
377,561730,Landscaping Services,PIF,1,30/9/2020,10/5/2009,2010
378,337122,Nonupholstered Wood Household Furniture Manufacturing,PIF,1,30/9/2020,10/5/2009,2010
379,442110,Furniture Stores,CANCLD,0,30/9/2020,10/5/2009,2010
380,424490,Other Grocery and Related Products Merchant Wholesalers,PIF,0,30/9/2020,10/5/2009,2010
381,811192,Car Washes,PIF,0,30/9/2020,10/5/2009,2010
382,624120,Services for the Elderly and Persons with Disabilities,PIF,0,30/9/2020,10/5/2009,2010
383,722211,Limited-Service Restaurants,PIF,0,30/9/2020,10/5/2009,2010
384,311822,Flour Mixes and Dough Manufacturing,PIF,0,30/9/2020,10/5/2009,2010
385,424310,Piece Goods  Notions  and Other Dry Goods Merchant Wholesalers,PIF,0,30/9/2020,10/5/2009,2010
386,541810,Advertising Agencies,CHGOFF,0,30/9/2020,10/5/2009,2010
387,451211,Book Stores,PIF,0,30/9/2020,10/5/2009,2010
388,722110,Full-Service Restaurants,PIF,0,30/9/2020,10/5/2009,2010
389,311812,Commercial Bakeries,CHGOFF,0,30/9/2020,10/5/2009,2010
390,561720,Janitorial Services,PIF,1,30/9/2020,10/5/2009,2010
391,446120,Cosmetics  Beauty Supplies  and Perfume Stores,PIF,0,30/9/2020,10/5/2009,2010
392,811191,Automotive Oil Change and Lubrication Shops,PIF,1,30/9/2020,10/5/2009,2010
393,561740,Carpet and Upholstery Cleaning Services,PIF,1,30/9/2020,10/5/2009,2010
394,447110,Gasoline Stations with Convenience Stores,CANCLD,0,30/9/2020,10/5/2009,2010
395,811111,General Automotive Repair,CHGOFF,0,30/9/2020,10/5/2009,2010
396,561790,Other Services to Buildings and Dwellings,CANCLD,0,30/9/2020,10/5/2009,2010
397,112320,Broilers and Other Meat Type,CANCLD,0,30/9/2020,10/5/2009,2010
398,332812,Metal Coating  Engraving (except Jewelry and Silverware)  and Allied S,CHGOFF,0,30/9/2020,10/5/2009,2010
399,424490,Other Grocery and Related Products Merchant Wholesalers,PIF,1,30/9/2020,10/5/2009,2010
400,561730,Landscaping Services,PIF,1,30/9/2020,10/5/2009,2010
401,238910,Site Preparation Contractors,CHGOFF,1,30/9/2020,10/5/2009,2010
402,337110,Wood Kitchen Cabinet and Countertop Manufacturing,CANCLD,0,30/9/2020,10/5/2009,2010
403,112320,Broilers and Other Meat Type,PIF,0,30/9/2020,10/5/2009,2010
404,311930,Flavoring Syrup and Concentrate Manufacturing,PIF,0,30/9/2020,10/5/2009,2010
405,722110,Full-Service Restaurants,CANCLD,0,30/9/2020,10/5/2009,2010
406,321920,Wood Container and Pallet Manufacturing,PIF,0,30/9/2020,10/5/2009,2010
407,811490,Other Personal and Household Goods Repair and Maintenance,PIF,0,30/9/2020,10/5/2009,2010
408,812210,Funeral Homes and Funeral Services,PIF,0,30/9/2020,10/5/2009,2010
409,624410,Child Day Care Services,PIF,0,30/9/2020,10/5/2009,2010
410,512191,Teleproduction and Other Postproduction Services,PIF,1,30/9/2020,10/5/2009,2010
411,424990,Other Miscellaneous Nondurable Goods Merchant Wholesalers,PIF,1,30/9/2020,10/5/2009,2010
412,238330,Flooring Contractors,PIF,0,30/9/2020,10/5/2009,2010
413,238910,Site Preparation Contractors,PIF,1,30/9/2020,10/5/2009,2010
414,621610,Home Health Care Services,PIF,1,30/9/2020,10/5/2009,2010
415,112320,Broilers and Other Meat Type,PIF,0,30/9/2020,10/5/2009,2010
416,337122,Nonupholstered Wood Household Furniture Manufacturing,PIF,0,30/9/2020,10/5/2009,2010
417,541330,Engineering Services,PIF,1,30/9/2020,10/5/2009,2010
418,722211,Limited-Service Restaurants,CHGOFF,0,30/9/2020,10/5/2009,2010
419,332710,Machine Shops,PIF,0,30/9/2020,10/5/2009,2010
420,238330,Flooring Contractors,CHGOFF,0,30/9/2020,10/5/2009,2010
421,811111,General Automotive Repair,CANCLD,0,30/9/2020,10/5/2009,2010
422,541990,All Other Professional  Scientific  and Technical Services,PIF,0,30/9/2020,10/5/2009,2010
423,484220,Specialized Freight (except Used Goods) Trucking  Local,PIF,0,30/9/2020,10/5/2009,2010
424,447110,Gasoline Stations with Convenience Stores,PIF,0,30/9/2020,10/5/2009,2010
425,812210,Funeral Homes and Funeral Services,EXEMPT,0,30/9/2020,10/5/2009,2010
426,238320,Painting and Wall Covering Contractors,PIF,1,30/9/2020,10/5/2009,2010
427,323119,Other Commercial Printing,PIF,0,30/9/2020,10/5/2009,2010
428,441120,Used Car Dealers,PIF,1,30/9/2020,10/5/2009,2010
429,332611,Spring (Heavy Gauge) Manufacturing,PIF,0,30/9/2020,10/5/2009,2010
430,611710,Educational Support Services,PIF,0,30/9/2020,10/5/2009,2010
431,811191,Automotive Oil Change and Lubrication Shops,CANCLD,0,30/9/2020,10/5/2009,2010
432,333992,Welding and Soldering Equipment Manufacturing,PIF,1,30/9/2020,10/5/2009,2010
433,721110,Hotels (except Casino Hotels) and Motels,PIF,0,30/9/2020,10/5/2009,2010
434,321918,Other Millwork (including Flooring),PIF,1,30/9/2020,10/5/2009,2010
435,333992,Welding and Soldering Equipment Manufacturing,PIF,0,30/9/2020,10/5/2009,2010
436,238210,Electrical Contractors,EXEMPT,0,30/9/2020,10/5/2009,2010
437,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores),PIF,0,30/9/2020,10/5/2009,2010
438,522320,Financial Transactions Processing  Reserve  and Clearinghouse Activiti,PIF,0,30/9/2020,10/5/2009,2010
439,451110,Sporting Goods Stores,CANCLD,0,30/9/2020,10/5/2009,2010
440,236220,Commercial and Institutional Building Construction,PIF,1,30/9/2020,10/5/2009,2010
441,811111,General Automotive Repair,PIF,0,30/9/2020,10/5/2009,2010
442,236118,Residential Remodelers,PIF,0,30/9/2020,10/5/2009,2010
443,327320,Ready-Mix Concrete Manufacturing,PIF,0,30/9/2020,10/5/2009,2010
444,721110,Hotels (except Casino Hotels) and Motels,PIF,0,30/9/2020,10/5/2009,2010
445,811490,Other Personal and Household Goods Repair and Maintenance,PIF,0,30/9/2020,10/5/2009,2010
446,621310,Offices of Chiropractors,PIF,1,30/9/2020,10/5/2009,2010
447,721110,Hotels (except Casino Hotels) and Motels,CANCLD,0,30/9/2020,10/5/2009,2010
448,621340,Offices of Physical  Occupational and Speech Therapists  and Audiologi,PIF,0,30/9/2020,10/5/2009,2010
449,445310,Beer  Wine  and Liquor Stores,PIF,1,30/9/2020,10/5/2009,2010
450,713990,All Other Amusement and Recreation Industries,CANCLD,0,30/9/2020,10/5/2009,2010
451,541511,Custom Computer Programming Services,PIF,0,30/9/2020,10/5/2009,2010
452,722110,Full-Service Restaurants,CANCLD,0,30/9/2020,10/5/2009,2010
453,541611,Administrative Management and General Management Consulting Services,PIF,0,30/9/2020,10/5/2009,2010
454,812990,All Other Personal Services,PIF,0,30/9/2020,10/5/2009,2010
455,238990,All Other Specialty Trade Contractors,PIF,1,30/9/2020,10/5/2009,2010
456,238320,Painting and Wall Covering Contractors,PIF,0,30/9/2020,10/5/2009,2010
457,451110,Sporting Goods Stores,CANCLD,0,30/9/2020,10/5/2009,2010
458,445110,Supermarkets and Other Grocery (except Convenience) Stores,CHGOFF,0,30/9/2020,10/5/2009,2010
459,541611,Administrative Management and General Management Consulting Services,PIF,1,30/9/2020,10/5/2009,2010
460,451110,Sporting Goods Stores,CHGOFF,0,30/9/2020,10/5/2009,2010
461,332214,Kitchen Utensil  Pot  and Pan Manufacturing,PIF,1,30/9/2020,10/5/2009,2010
462,812112,Beauty Salons,PIF,1,30/9/2020,10/5/2009,2010
463,238990,All Other Specialty Trade Contractors,CANCLD,0,30/9/2020,10/5/2009,2010
464,484110,General Freight Trucking  Local,CANCLD,0,30/9/2020,10/5/2009,2010
465,446120,Cosmetics  Beauty Supplies  and Perfume Stores,CANCLD,0,30/9/2020,10/5/2009,2010
466,327320,Ready-Mix Concrete Manufacturing,CANCLD,0,30/9/2020,10/5/2009,2010
467,311811,Retail Bakeries,CHGOFF,0,30/9/2020,10/5/2009,2010
468,812990,All Other Personal Services,PIF,1,30/9/2020,10/5/2009,2010
469,621610,Home Health Care Services,CANCLD,0,30/9/2020,10/5/2009,2010
470,722211,Limited-Service Restaurants,CANCLD,0,30/9/2020,10/5/2009,2010
471,812990,All Other Personal Services,CANCLD,0,30/9/2020,10/5/2009,2010
472,621399,Offices of All Other Miscellaneous Health Practitioners,CANCLD,0,30/9/2020,10/5/2009,2010
473,621399,Offices of All Other Miscellaneous Health Practitioners,CANCLD,0,30/9/2020,10/5/2009,2010
474,722110,Full-Service Restaurants,CANCLD,0,30/9/2020,10/5/2009,2010
475,311811,Retail Bakeries,CANCLD,0,30/9/2020,10/6/2009,2010
476,621111,Offices of Physicians (except Mental Health Specialists),PIF,0,30/9/2020,10/6/2009,2010
477,621210,Offices of Dentists,EXEMPT,0,30/9/2020,10/6/2009,2010
478,454111,Electronic Shopping,CHGOFF,0,30/9/2020,10/6/2009,2010
479,711320,Promoters of Performing Arts  Sports  and Similar Events without Facil,PIF,0,30/9/2020,10/6/2009,2010
480,452990,All Other General Merchandise Stores,CHGOFF,0,30/9/2020,10/6/2009,2010
481,448110,Men's Clothing Stores,CHGOFF,0,30/9/2020,10/6/2009,2010
482,311999,All Other Miscellaneous Food Manufacturing,CHGOFF,0,30/9/2020,10/6/2009,2010
483,621399,Offices of All Other Miscellaneous Health Practitioners,PIF,0,30/9/2020,10/6/2009,2010
484,623990,Other Residential Care Facilities,PIF,0,30/9/2020,10/6/2009,2010
485,238350,Finish Carpentry Contractors,PIF,1,30/9/2020,10/6/2009,2010
486,311942,Spice and Extract Manufacturing,PIF,1,30/9/2020,10/6/2009,2010
487,812320,Drycleaning and Laundry Services (except Coin-Operated),PIF,0,30/9/2020,10/6/2009,2010
488,541512,Computer Systems Design Services,PIF,1,30/9/2020,10/6/2009,2010
489,812320,Drycleaning and Laundry Services (except Coin-Operated),PIF,0,30/9/2020,10/6/2009,2010
490,541310,Architectural Services,PIF,0,30/9/2020,10/6/2009,2010
491,446110,Pharmacies and Drug Stores,PIF,0,30/9/2020,10/6/2009,2010
492,515112,Radio Stations,PIF,0,30/9/2020,10/6/2009,2010
493,541310,Architectural Services,PIF,0,30/9/2020,10/6/2009,2010
494,333514,Special Die and Tool  Die Set  Jig  and Fixture Manufacturing,PIF,1,30/9/2020,10/6/2009,2010
495,451130,Sewing  Needlework  and Piece Goods Stores,PIF,0,30/9/2020,10/6/2009,2010
496,493190,Other Warehousing and Storage,CANCLD,0,30/9/2020,10/6/2009,2010
497,621210,Offices of Dentists,PIF,1,30/9/2020,10/6/2009,2010
498,561320,Temporary Help Services,EXEMPT,0,30/9/2020,10/6/2009,2010
499,451110,Sporting Goods Stores,PIF,0,30/9/2020,10/6/2009,2010
500,722110,Full-Service Restaurants,PIF,0,30/9/2020,10/6/2009,2010
501,541511,Custom Computer Programming Services,PIF,1,30/9/2020,10/6/2009,2010
502,448310,Jewelry Stores,PIF,0,30/9/2020,10/6/2009,2010
503,541310,Architectural Services,PIF,0,30/9/2020,10/6/2009,2010
504,561621,Security Systems Services (except Locksmiths),PIF,0,30/9/2020,10/6/2009,2010
505,446120,Cosmetics  Beauty Supplies  and Perfume Stores,PIF,0,30/9/2020,10/6/2009,2010
506,541940,Veterinary Services,PIF,0,30/9/2020,10/6/2009,2010
507,621210,Offices of Dentists,PIF,0,30/9/2020,10/6/2009,2010
508,812112,Beauty Salons,CHGOFF,0,30/9/2020,10/6/2009,2010
509,812910,Pet Care (except Veterinary) Services,PIF,1,30/9/2020,10/6/2009,2010
510,332111,Iron and Steel Forging,CHGOFF,0,30/9/2020,10/6/2009,2010
511,561439,Other Business Service Centers (including Copy Shops),PIF,1,30/9/2020,10/6/2009,2010
512,561910,Packaging and Labeling Services,CANCLD,1,30/9/2020,10/6/2009,2010
513,621340,Offices of Physical  Occupational and Speech Therapists  and Audiologi,CANCLD,0,30/9/2020,10/6/2009,2010
514,621210,Offices of Dentists,CANCLD,0,30/9/2020,10/6/2009,2010
515,448120,Women's Clothing Stores,PIF,0,30/9/2020,10/6/2009,2010
516,722110,Full-Service Restaurants,CHGOFF,0,30/9/2020,10/6/2009,2010
517,561730,Landscaping Services,PIF,0,30/9/2020,10/6/2009,2010
518,621420,Outpatient Mental Health and Substance Abuse Centers,EXEMPT,0,30/9/2020,10/6/2009,2010
519,448130,Children's and Infants' Clothing Stores,PIF,0,30/9/2020,10/6/2009,2010
520,722110,Full-Service Restaurants,EXEMPT,0,30/9/2020,10/6/2009,2010
521,454311,Heating Oil Dealers,PIF,0,30/9/2020,10/6/2009,2010
522,312120,Breweries,PIF,0,30/9/2020,10/6/2009,2010
523,334220,Radio and Television Broadcasting and Wireless Communications Equipmen,PIF,0,30/9/2020,10/6/2009,2010
524,621210,Offices of Dentists,PIF,1,30/9/2020,10/6/2009,2010
525,492210,Local Messengers and Local Delivery,PIF,0,30/9/2020,10/6/2009,2010
526,621210,Offices of Dentists,CANCLD,1,30/9/2020,10/6/2009,2010
527,423930,Recyclable Material Merchant Wholesalers,PIF,0,30/9/2020,10/6/2009,2010
528,722110,Full-Service Restaurants,PIF,0,30/9/2020,10/6/2009,2010
529,531110,Lessors of Residential Buildingsv and Dwellings,CHGOFF,0,30/9/2020,10/6/2009,2010
530,611620,Sports and Recreation Instruction,PIF,0,30/9/2020,10/6/2009,2010
531,337127,Institutional Furniture Manufacturing,PIF,1,30/9/2020,10/6/2009,2010
532,213112,Support Activities for Oil and Gas Operations,PIF,0,30/9/2020,10/6/2009,2010
533,611699,All Other Miscellaneous Schools and Instruction,EXEMPT,0,30/9/2020,10/6/2009,2010
534,311811,Retail Bakeries,PIF,0,30/9/2020,10/6/2009,2010
535,561730,Landscaping Services,PIF,0,30/9/2020,10/6/2009,2010
536,423440,Other Commercial Equipment Merchant Wholesalers,PIF,1,30/9/2020,10/6/2009,2010
537,454210,Vending Machine Operators,CANCLD,0,30/9/2020,10/6/2009,2010
538,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores),CHGOFF,0,30/9/2020,10/6/2009,2010
539,541690,Other Scientific and Technical Consulting Services,CANCLD,1,30/9/2020,10/6/2009,2010
540,541613,Marketing Consulting Services,PIF,1,30/9/2020,10/6/2009,2010
541,811111,General Automotive Repair,CHGOFF,0,30/9/2020,10/6/2009,2010
542,446199,All Other Health and Personal Care Stores,EXEMPT,0,30/9/2020,10/6/2009,2010
543,611710,Educational Support Services,PIF,1,30/9/2020,10/6/2009,2010
544,621399,Offices of All Other Miscellaneous Health Practitioners,PIF,1,30/9/2020,10/6/2009,2010
545,446110,Pharmacies and Drug Stores,PIF,1,30/9/2020,10/6/2009,2010
546,611699,All Other Miscellaneous Schools and Instruction,PIF,0,30/9/2020,10/6/2009,2010
547,238310,Drywall and Insulation Contractors,PIF,0,30/9/2020,10/6/2009,2010
548,621340,Offices of Physical  Occupational and Speech Therapists  and Audiologi,PIF,0,30/9/2020,10/6/2009,2010
549,541330,Engineering Services,CANCLD,0,30/9/2020,10/6/2009,2010
550,812111,Barber Shops,PIF,0,30/9/2020,10/6/2009,2010
551,424490,Other Grocery and Related Products Merchant Wholesalers,CANCLD,0,30/9/2020,10/6/2009,2010
552,339999,All Other Miscellaneous Manufacturing,PIF,0,30/9/2020,10/6/2009,2010
553,424460,Fish and Seafood Merchant Wholesalers,PIF,1,30/9/2020,10/6/2009,2010
554,424420,Packaged Frozen Food Merchant Wholesalers,PIF,1,30/9/2020,10/6/2009,2010
555,621111,Offices of Physicians (except Mental Health Specialists),CANCLD,0,30/9/2020,10/6/2009,2010
556,812331,Linen Supply,PIF,0,30/9/2020,10/6/2009,2010
557,562219,Other Nonhazardous Waste Treatment and Disposal,PIF,1,30/9/2020,10/6/2009,2010
558,812320,Drycleaning and Laundry Services (except Coin-Operated),PIF,0,30/9/2020,10/6/2009,2010
559,812331,Linen Supply,PIF,1,30/9/2020,10/6/2009,2010
560,445110,Supermarkets and Other Grocery (except Convenience) Stores,PIF,0,30/9/2020,10/6/2009,2010
561,425120,Wholesale Trade Agents and Brokers,PIF,1,30/9/2020,10/6/2009,2010
562,561110,Office Administrative Services,PIF,0,30/9/2020,10/6/2009,2010
563,444110,Home Centers,PIF,0,30/9/2020,10/6/2009,2010
564,541512,Computer Systems Design Services,PIF,1,30/9/2020,10/6/2009,2010
565,811310,Commercial and Industrial Machinery and Equipment (except Automotive a,PIF,0,30/9/2020,10/6/2009,2010
566,541512,Computer Systems Design Services,PIF,0,30/9/2020,10/6/2009,2010
567,311812,Commercial Bakeries,PIF,1,30/9/2020,10/6/2009,2010
568,311812,Commercial Bakeries,PIF,0,30/9/2020,10/6/2009,2010
569,423740,Refrigeration Equipment and Supplies Merchant Wholesalers,PIF,1,30/9/2020,10/6/2009,2010
570,311320,Chocolate and Confectionery Manufacturing from Cacao Beans,CANCLD,1,30/9/2020,10/6/2009,2010
571,812112,Beauty Salons,EXEMPT,0,30/9/2020,10/6/2009,2010
572,811192,Car Washes,CHGOFF,0,30/9/2020,10/6/2009,2010
