LoanTransID,BankGrossApproval,SBAGuaranteedApproval,FirstDisbursementDate,InitialInterestRate,TermInMonths,PaidInFullDate,LoanBorrID,BankID,LoanDetailID,LoanProgID
351,25000,12500,2/1/2011,6,84,2/28/2018,LB351,351,351,LP351
352,85000,76500,1/1/2011,6,120,11/30/2015,LB352,352,352,LP352
353,80000,72000,11/12/2010,7.57,60,12/31/2015,LB353,353,353,LP353
354,398000,358200,11/1/2011,5.5,84,11/30/2018,LB354,354,354,LP354
355,52400,47160,12/1/2010,7,84,8/31/2017,LB355,355,355,LP355
356,25000,22500,11/12/2010,8,84,10/31/2017,LB356,356,356,LP356
357,1023000,920700,12/1/2010,6,300,9/30/2013,LB357,357,357,LP357
358,689800,620820,12/1/2010,4.5,120,5/31/2015,LB358,358,358,LP358
359,202500,101250,11/12/2010,7.75,198,7/31/2013,LB359,359,359,LP359
360,355500,319950,12/1/2010,6,300,2/28/2013,LB360,360,360,LP360
361,50000,25000,3/1/2011,6,80,11/30/2017,LB361,361,361,LP361
362,750000,675000,1/1/2011,6,180,10/31/2014,LB362,362,362,LP362
363,30000,15000,11/12/2010,9.25,84,8/31/2014,LB363,363,363,LP363
364,15000,7500,12/1/2010,5.75,84,2/28/2018,LB364,364,364,LP364
365,200000,180000,1/1/2011,6,120,5/31/2018,LB365,365,365,LP365
366,147700,132930,1/1/2011,6,86,10/31/2015,LB366,366,366,LP366
367,150000,75000,11/12/2010,5,60,4/30/2014,LB367,367,367,LP367
368,150000,135000,12/1/2010,5.75,84,6/30/2013,LB368,368,368,LP368
369,92000,82800,11/12/2010,6,96,6/30/2017,LB369,369,369,LP369
370,10000,5000,1/1/2011,8.75,84,4/30/2015,LB370,370,370,LP370
371,20000,10000,11/12/2010,6.5,84,2/29/2016,LB371,371,371,LP371
372,225000,112500,12/1/2010,4.45,84,4/30/2017,LB372,372,372,LP372
373,150000,135000,1/1/2011,6,84,9/30/2013,LB373,373,373,LP373
374,50000,25000,1/1/2013,8.35,84,12/31/2013,LB374,374,374,LP374
375,275000,247500,11/12/2010,6,120,1/31/2014,LB375,375,375,LP375
376,425400,212700,11/12/2010,4.65,84,4/30/2017,LB376,376,376,LP376
377,750000,675000,6/1/2011,6,300,5/31/2017,LB377,377,377,LP377
378,10000,9000,11/12/2010,7.5,120,2/29/2016,LB378,378,378,LP378
379,10000,9000,11/12/2010,7.5,120,3/31/2015,LB379,379,379,LP379
380,7500,6750,11/12/2010,7.75,120,7/31/2015,LB380,380,380,LP380
381,12500,11250,11/12/2010,7.5,120,12/31/2013,LB381,381,381,LP381
382,20000,18000,11/12/2010,7.75,85,11/30/2019,LB382,382,382,LP382
383,7500,6750,11/12/2010,7.75,120,4/30/2011,LB383,383,383,LP383
384,10000,9000,11/12/2010,7.5,120,5/31/2019,LB384,384,384,LP384
385,10000,9000,11/12/2010,7.75,120,9/30/2017,LB385,385,385,LP385
386,183000,164700,12/1/2010,6,120,5/31/2016,LB386,386,386,LP386
387,500000,250000,11/12/2010,4.75,84,11/30/2015,LB387,387,387,LP387
388,600000,300000,12/1/2010,3.75,84,11/30/2017,LB388,388,388,LP388
389,671600,604440,12/1/2010,6,276,7/31/2014,LB389,389,389,LP389
390,240000,216000,1/1/2011,7,120,7/31/2017,LB390,390,390,LP390
391,2366300,2129670,11/12/2010,5.75,300,10/31/2015,LB391,391,391,LP391
392,225000,202500,3/1/2011,6.5,84,11/30/2017,LB392,392,392,LP392
393,400000,200000,2/1/2011,4.25,84,2/29/2016,LB393,393,393,LP393
394,295000,265500,12/1/2010,6,120,5/31/2015,LB394,394,394,LP394
395,350000,315000,12/1/2010,6.5,84,10/31/2017,LB395,395,395,LP395
396,312000,280800,12/1/2010,6,240,9/30/2017,LB396,396,396,LP396
397,1005000,904500,1/1/2011,6,120,2/28/2013,LB397,397,397,LP397
398,372000,334800,1/1/2011,5.5,84,8/31/2016,LB398,398,398,LP398
399,220500,198450,6/1/2011,6,90,11/30/2018,LB399,399,399,LP399
400,349000,314100,12/1/2010,6,120,11/30/2012,LB400,400,400,LP400
401,250000,225000,2/1/2011,7,60,9/30/2011,LB401,401,401,LP401
402,150000,135000,11/12/2010,6,84,7/31/2016,LB402,402,402,LP402
403,25000,12500,11/12/2010,6.85,72,1/31/2017,LB403,403,403,LP403
404,80000,40000,11/12/2010,7,48,8/31/2014,LB404,404,404,LP404
405,150000,75000,1/1/2011,7.75,84,5/31/2017,LB405,405,405,LP405
406,1415000,1273500,3/1/2011,6,240,1/31/2017,LB406,406,406,LP406
407,14000,7000,11/12/2010,7,30,5/31/2013,LB407,407,407,LP407
408,50000,25000,12/1/2010,9,84,11/30/2017,LB408,408,408,LP408
409,99000,49500,12/1/2010,4.45,60,10/31/2015,LB409,409,409,LP409
410,46900,23450,11/29/2011,5.5,90,7/31/2017,LB410,410,410,LP410
411,1020000,918000,9/1/2011,7,180,12/31/2016,LB411,411,411,LP411
412,165000,148500,2/1/2011,4.25,300,2/28/2014,LB412,412,412,LP412
413,165000,148500,4/1/2011,5.5,84,3/31/2018,LB413,413,413,LP413
414,218000,196200,12/1/2010,7.38,120,10/31/2012,LB414,414,414,LP414
415,184000,165600,12/1/2010,7.15,300,10/31/2015,LB415,415,415,LP415
416,20000,10000,6/1/2013,9.75,84,12/31/2015,LB416,416,416,LP416
417,1480000,1332000,1/1/2011,6,121,12/31/2015,LB417,417,417,LP417
418,900000,810000,12/1/2010,5.75,180,5/31/2017,LB418,418,418,LP418
419,50000,25000,11/13/2010,5.5,60,3/31/2015,LB419,419,419,LP419
420,100000,50000,12/1/2010,6.5,84,10/31/2017,LB420,420,420,LP420
421,40000,36000,1/1/2011,7,60,12/31/2011,LB421,421,421,LP421
422,35300,31770,12/1/2010,8,60,3/31/2014,LB422,422,422,LP422
423,800000,720000,12/1/2010,6,240,9/30/2013,LB423,423,423,LP423
424,1325000,1192500,9/1/2011,8,180,12/31/2014,LB424,424,424,LP424
425,1036000,932400,12/1/2010,5.5,120,10/31/2014,LB425,425,425,LP425
426,600000,540000,11/13/2010,6,240,12/31/2014,LB426,426,426,LP426
427,264770,238293,12/1/2010,6,240,3/31/2020,LB427,427,427,LP427
428,828500,745650,7/1/2011,6,300,7/31/2016,LB428,428,428,LP428
429,225000,168750,6/1/2013,6,96,1/31/2019,LB429,429,429,LP429
430,86600,77940,11/14/2010,6,100,12/31/2017,LB430,430,430,LP430
431,250000,225000,1/1/2011,5.25,60,2/28/2013,LB431,431,431,LP431
432,620000,558000,12/1/2010,5.25,120,1/31/2019,LB432,432,432,LP432
433,916000,824400,12/1/2010,6,108,12/31/2013,LB433,433,433,LP433
434,25000,12500,11/15/2010,8.1,84,8/31/2011,LB434,434,434,LP434
435,33000,16500,11/15/2010,8.4,48,11/30/2014,LB435,435,435,LP435
436,488000,439200,4/1/2011,6.99,300,12/31/2019,LB436,436,436,LP436
437,1855000,1669500,11/15/2010,5.25,300,4/30/2016,LB437,437,437,LP437
438,75000,67500,12/1/2010,8.07,84,11/30/2017,LB438,438,438,LP438
439,200000,100000,12/1/2010,4.25,84,12/31/2017,LB439,439,439,LP439
440,20000,18000,11/15/2010,7.5,120,7/31/2014,LB440,440,440,LP440
441,30000,15000,3/1/2011,8.75,84,12/31/2017,LB441,441,441,LP441
442,70000,63000,3/1/2011,5.5,66,7/31/2016,LB442,442,442,LP442
443,40000,20000,12/1/2010,8.25,72,1/31/2017,LB443,443,443,LP443
444,30000,15000,12/1/2010,6.75,84,1/31/2015,LB444,444,444,LP444
445,1013000,911700,11/15/2010,6,300,3/31/2016,LB445,445,445,LP445
446,150000,135000,3/1/2011,6.25,252,7/31/2016,LB446,446,446,LP446
447,190000,95000,1/1/2011,4.75,84,11/30/2017,LB447,447,447,LP447
448,75000,37500,1/1/2011,6.5,60,6/30/2012,LB448,448,448,LP448
449,1600000,1440000,12/1/2010,6,240,10/31/2017,LB449,449,449,LP449
450,360000,324000,12/1/2010,5.61,240,9/30/2019,LB450,450,450,LP450
451,40000,36000,12/1/2010,7.85,60,2/29/2016,LB451,451,451,LP451
452,120100,60050,11/15/2010,7,84,7/31/2014,LB452,452,452,LP452
453,22900,11450,12/1/2010,4.2,48,11/30/2014,LB453,453,453,LP453
454,180400,162360,11/15/2010,6.75,60,12/31/2015,LB454,454,454,LP454
455,3000000,2700000,11/15/2010,4.1,120,8/31/2016,LB455,455,455,LP455
456,75000,37500,11/15/2010,6.22,84,11/30/2017,LB456,456,456,LP456
457,250000,125000,12/1/2010,5,60,12/31/2014,LB457,457,457,LP457
458,25000,12500,6/1/2011,7.5,24,5/31/2013,LB458,458,458,LP458
459,541300,487170,12/1/2010,5.75,105,11/30/2014,LB459,459,459,LP459
460,175000,131250,1/1/2011,6,120,6/30/2016,LB460,460,460,LP460
461,10000,5000,12/1/2010,8.1,84,5/31/2013,LB461,461,461,LP461
462,688500,619650,1/1/2011,5.5,120,2/28/2013,LB462,462,462,LP462
463,70000,63000,1/1/2011,6,120,2/29/2012,LB463,463,463,LP463
464,500000,450000,12/1/2010,3.746,126,5/31/2013,LB464,464,464,LP464
465,1600000,1440000,11/15/2010,5.25,300,9/30/2018,LB465,465,465,LP465
466,142000,127800,2/1/2011,5.25,120,7/31/2015,LB466,466,466,LP466
467,350000,175000,11/15/2010,5.38,84,3/31/2013,LB467,467,467,LP467
468,20000,10000,12/1/2010,6.75,84,12/31/2015,LB468,468,468,LP468
469,80000,40000,11/15/2010,3.75,84,4/30/2019,LB469,469,469,LP469
470,165900,82950,11/15/2010,6,214,7/31/2016,LB470,470,470,LP470
471,500000,250000,12/1/2010,5.75,60,5/31/2012,LB471,471,471,LP471
472,500000,375000,1/1/2011,4.75,48,7/31/2015,LB472,472,472,LP472
473,200000,180000,12/1/2010,5.75,120,7/31/2012,LB473,473,473,LP473
474,60000,54000,12/1/2010,6,180,10/31/2015,LB474,474,474,LP474
475,25000,12500,11/15/2010,5.25,84,11/30/2017,LB475,475,475,LP475
476,50000,25000,7/1/2011,6.9,84,1/31/2013,LB476,476,476,LP476
477,400000,200000,12/1/2010,6,60,1/31/2018,LB477,477,477,LP477
478,103300,92970,1/1/2011,5.5,60,12/31/2015,LB478,478,478,LP478
479,150000,75000,4/1/2011,5.9,84,4/30/2016,LB479,479,479,LP479
480,38000,19000,11/15/2010,7.25,24,2/29/2016,LB480,480,480,LP480
481,20000,18000,11/15/2010,7.75,120,7/31/2019,LB481,481,481,LP481
482,11500,5750,11/15/2010,7.75,60,11/30/2011,LB482,482,482,LP482
483,15000,7500,2/1/2011,3.25,106,9/30/2016,LB483,483,483,LP483
484,20000,10000,1/1/2011,6.34,82,12/31/2017,LB484,484,484,LP484
485,222300,200070,12/1/2010,5,84,4/30/2016,LB485,485,485,LP485
486,25000,12500,12/1/2010,8.75,84,2/28/2014,LB486,486,486,LP486
487,25000,12500,12/1/2010,6,84,12/31/2017,LB487,487,487,LP487
488,81100,72990,12/1/2010,5.75,84,7/31/2015,LB488,488,488,LP488
489,21000,10500,11/15/2010,5.5,84,9/30/2016,LB489,489,489,LP489
490,12500,11250,11/15/2010,7.75,120,12/31/2014,LB490,490,490,LP490
491,2300000,2070000,11/15/2010,5.25,300,4/30/2014,LB491,491,491,LP491
492,484000,435600,12/1/2010,7.15,300,8/31/2014,LB492,492,492,LP492
493,247200,123600,11/15/2010,5.5,246,4/30/2017,LB493,493,493,LP493
494,1215000,1093500,2/1/2011,5.25,300,3/31/2013,LB494,494,494,LP494
495,409000,368100,3/1/2011,5,120,8/31/2020,LB495,495,495,LP495
496,10000,5000,11/15/2010,9.25,84,10/31/2016,LB496,496,496,LP496
497,66400,33200,11/15/2010,5.5,120,10/31/2015,LB497,497,497,LP497
498,7500,6750,11/15/2010,7.75,120,7/31/2014,LB498,498,498,LP498
499,76800,38400,11/15/2010,5.25,60,11/30/2013,LB499,499,499,LP499
500,40000,20000,11/15/2010,7.5,3,2/28/2011,LB500,500,500,LP500
501,100000,50000,12/1/2010,7.25,84,1/31/2015,LB501,501,501,LP501
502,370000,333000,12/1/2010,5.75,204,9/30/2015,LB502,502,502,LP502
503,225000,112500,12/1/2010,5.35,36,12/31/2013,LB503,503,503,LP503
504,197300,177570,12/1/2010,5.75,300,8/31/2016,LB504,504,504,LP504
505,10000,5000,12/1/2010,9.75,72,12/31/2019,LB505,505,505,LP505
506,147000,132300,12/1/2010,6,120,6/30/2020,LB506,506,506,LP506
507,60000,54000,1/1/2011,5.75,141,7/31/2016,LB507,507,507,LP507
508,5000,2500,11/15/2010,8.25,60,1/31/2012,LB508,508,508,LP508
509,57500,28750,12/1/2010,5.25,8,9/30/2011,LB509,509,509,LP509
510,183300,164970,11/15/2010,6,180,11/30/2016,LB510,510,510,LP510
511,1742500,1568250,4/1/2012,5,300,12/31/2017,LB511,511,511,LP511
512,100000,50000,12/1/2010,7.25,60,5/31/2017,LB512,512,512,LP512
513,126000,113400,1/1/2011,6,180,3/31/2012,LB513,513,513,LP513
514,400000,360000,11/15/2010,6,120,1/31/2014,LB514,514,514,LP514
515,146400,131760,12/1/2010,6,120,4/30/2015,LB515,515,515,LP515
516,25000,12500,11/15/2010,7.25,84,12/31/2018,LB516,516,516,LP516
517,15000,7500,4/1/2011,8.5,87,1/31/2012,LB517,517,517,LP517
518,50000,25000,11/15/2010,7,84,12/31/2015,LB518,518,518,LP518
519,500000,450000,1/1/2011,6,84,8/31/2013,LB519,519,519,LP519
520,347200,312480,2/1/2011,7.57,36,7/31/2013,LB520,520,520,LP520
521,582000,523800,11/15/2010,5.5,18,4/30/2011,LB521,521,521,LP521
522,50000,25000,11/15/2010,8.25,84,6/30/2013,LB522,522,522,LP522
523,20000,10000,11/15/2010,6,84,5/31/2017,LB523,523,523,LP523
524,20000,18000,11/15/2010,6,60,11/30/2013,LB524,524,524,LP524
525,117000,105300,11/15/2010,6,300,5/31/2017,LB525,525,525,LP525
526,201500,181350,3/1/2011,6,84,3/31/2012,LB526,526,526,LP526
527,370000,333000,8/1/2011,5.25,120,2/29/2020,LB527,527,527,LP527
528,100000,90000,1/1/2011,5.5,50,12/31/2013,LB528,528,528,LP528
529,430000,387000,12/1/2010,5.5,243,2/28/2017,LB529,529,529,LP529
530,15000,13500,11/15/2010,7.75,120,6/30/2018,LB530,530,530,LP530
531,25000,12500,12/1/2010,6.75,84,2/29/2016,LB531,531,531,LP531
532,20000,18000,11/15/2010,7.75,120,9/30/2016,LB532,532,532,LP532
533,1650000,1485000,12/1/2010,5,312,10/31/2017,LB533,533,533,LP533
534,135000,121500,12/1/2010,7.25,84,2/28/2014,LB534,534,534,LP534
535,12500,11250,11/15/2010,7.75,120,12/31/2016,LB535,535,535,LP535
536,25300,22770,11/15/2010,6.85,84,10/31/2013,LB536,536,536,LP536
537,910700,819630,12/1/2010,5.25,39,8/31/2012,LB537,537,537,LP537
538,1650000,1485000,12/1/2010,5,300,10/31/2017,LB538,538,538,LP538
539,168000,151200,5/1/2011,5.25,180,1/31/2014,LB539,539,539,LP539
540,40000,20000,11/15/2010,7.1,84,11/30/2017,LB540,540,540,LP540
541,1750000,1575000,2/1/2011,6,309,1/31/2014,LB541,541,541,LP541
542,100000,50000,11/15/2010,6.75,84,7/31/2012,LB542,542,542,LP542
543,7500,6750,11/15/2010,7.5,120,10/31/2013,LB543,543,543,LP543
544,15000,7500,12/1/2010,7.35,72,11/30/2011,LB544,544,544,LP544
545,13000,6500,11/15/2010,9.75,36,3/31/2013,LB545,545,545,LP545
546,8000,4000,1/1/2011,4.85,36,12/31/2012,LB546,546,546,LP546
547,100000,50000,1/1/2011,6,84,8/31/2014,LB547,547,547,LP547
548,35200,17600,11/15/2010,7.25,36,11/30/2011,LB548,548,548,LP548
549,500000,450000,1/1/2011,6,120,12/31/2012,LB549,549,549,LP549
550,190000,95000,12/1/2010,6,84,12/31/2017,LB550,550,550,LP550
551,301000,270900,5/1/2011,5.8,300,12/31/2014,LB551,551,551,LP551
552,200000,180000,12/1/2010,6,84,3/31/2015,LB552,552,552,LP552
553,40000,20000,11/15/2010,6.25,84,11/30/2015,LB553,553,553,LP553
554,15000,7500,12/1/2010,6.5,60,12/31/2015,LB554,554,554,LP554
555,200000,100000,12/1/2010,6.5,84,11/30/2017,LB555,555,555,LP555
556,20000,10000,11/15/2010,6.5,84,6/30/2013,LB556,556,556,LP556
557,1560000,1404000,11/15/2010,6,300,9/30/2019,LB557,557,557,LP557
558,1673000,1505700,3/1/2012,8,186,6/30/2014,LB558,558,558,LP558
559,83000,74700,1/1/2011,5.5,60,9/30/2015,LB559,559,559,LP559
560,1998000,1798200,12/1/2010,5,300,3/31/2019,LB560,560,560,LP560
561,25000,12500,12/1/2010,6.25,84,12/31/2017,LB561,561,561,LP561
562,13100,11790,1/1/2011,6.64,36,11/30/2013,LB562,562,562,LP562
563,30000,15000,4/1/2011,6,60,12/31/2016,LB563,563,563,LP563
564,1580000,1422000,1/1/2011,6,174,2/29/2016,LB564,564,564,LP564
565,287600,258840,12/1/2010,6,300,10/31/2019,LB565,565,565,LP565
566,60000,54000,11/15/2010,5.5,13,2/29/2012,LB566,566,566,LP566
567,96000,86400,12/1/2010,6,120,8/31/2018,LB567,567,567,LP567
568,50000,42500,11/15/2010,6.25,84,6/30/2016,LB568,568,568,LP568
569,400000,200000,12/1/2010,5.25,84,3/31/2017,LB569,569,569,LP569
570,1480000,1332000,1/1/2011,5,300,9/30/2017,LB570,570,570,LP570
571,75000,67500,11/15/2010,5.25,120,12/31/2017,LB571,571,571,LP571
572,2350000,2115000,12/1/2010,6,300,1/31/2013,LB572,572,572,LP572
573,30000,15000,2/1/2011,5.25,120,3/31/2017,LB573,573,573,LP573
574,25000,12500,11/15/2010,4.85,60,4/30/2013,LB574,574,574,LP574
575,25000,12500,12/1/2010,7.25,84,11/30/2017,LB575,575,575,LP575
576,40000,20000,12/1/2010,6.8,60,12/31/2015,LB576,576,576,LP576
577,400000,360000,1/1/2011,5.5,120,8/31/2020,LB577,577,577,LP577
578,25000,22500,11/15/2010,8,84,3/31/2015,LB578,578,578,LP578
579,225000,112500,12/1/2010,5.15,60,12/31/2015,LB579,579,579,LP579
580,175000,87500,12/1/2010,6.5,72,5/31/2016,LB580,580,580,LP580
581,63800,31900,11/15/2010,5.75,84,10/31/2017,LB581,581,581,LP581
582,440000,396000,11/15/2010,5.5,240,10/31/2013,LB582,582,582,LP582
583,45000,22500,12/1/2010,7,36,12/31/2013,LB583,583,583,LP583
584,810000,729000,12/1/2010,6,240,2/29/2016,LB584,584,584,LP584
585,37000,18500,11/15/2010,6.5,60,9/30/2012,LB585,585,585,LP585
586,50000,25000,2/1/2011,6.5,84,4/30/2019,LB586,586,586,LP586
587,50000,25000,12/1/2010,5.75,84,9/30/2015,LB587,587,587,LP587
588,122000,109800,12/1/2010,6.4,120,10/31/2016,LB588,588,588,LP588
589,40000,20000,12/1/2010,9.75,84,4/30/2011,LB589,589,589,LP589
590,100000,90000,12/1/2010,6,84,7/31/2016,LB590,590,590,LP590
591,150000,75000,11/15/2010,4.55,84,3/31/2017,LB591,591,591,LP591
592,325500,292950,12/1/2010,6,300,11/30/2016,LB592,592,592,LP592
593,538400,484560,11/15/2010,6,84,2/29/2016,LB593,593,593,LP593
594,200000,100000,1/1/2011,7.75,84,11/30/2017,LB594,594,594,LP594
595,25000,12500,11/15/2010,8.6,84,10/31/2017,LB595,595,595,LP595
596,200000,100000,12/1/2010,7.25,84,11/30/2018,LB596,596,596,LP596
597,25000,12500,12/1/2010,8.1,84,10/31/2017,LB597,597,597,LP597
598,25000,12500,12/1/2010,7.4,84,12/31/2013,LB598,598,598,LP598
599,200000,180000,12/1/2010,5.5,84,10/31/2015,LB599,599,599,LP599
600,200000,100000,11/16/2010,5.5,12,1/31/2012,LB600,600,600,LP600
601,600000,540000,12/1/2010,5.99,120,4/30/2016,LB601,601,601,LP601
602,15000,13500,11/16/2010,7.5,120,10/31/2018,LB602,602,602,LP602
603,25000,22500,11/16/2010,7.24,60,7/31/2013,LB603,603,603,LP603
604,124000,111600,9/1/2011,7.57,63,11/30/2018,LB604,604,604,LP604
605,2230000,2007000,12/1/2010,6,300,10/31/2017,LB605,605,605,LP605
606,250000,125000,12/1/2010,7.25,60,11/30/2013,LB606,606,606,LP606
607,40000,20000,12/1/2010,9.25,60,6/30/2012,LB607,607,607,LP607
608,150000,75000,12/1/2010,6.746,84,10/31/2012,LB608,608,608,LP608
609,1955000,1759500,1/1/2011,6,300,8/31/2020,LB609,609,609,LP609
610,350000,175000,11/16/2010,4,84,9/30/2012,LB610,610,610,LP610
611,315000,283500,2/1/2011,6.75,81,2/28/2013,LB611,611,611,LP611
612,10000,9000,11/16/2010,6.75,84,8/31/2013,LB612,612,612,LP612
613,30000,15000,11/16/2010,7.85,44,7/31/2015,LB613,613,613,LP613
614,135000,121500,1/1/2011,5.5,84,2/29/2016,LB614,614,614,LP614
615,10000,9000,11/16/2010,7.5,120,10/31/2019,LB615,615,615,LP615
616,312000,234000,7/1/2011,4.58,84,7/31/2014,LB616,616,616,LP616
617,100000,50000,12/1/2010,4.75,84,1/31/2012,LB617,617,617,LP617
618,180000,90000,11/16/2010,6.75,36,11/30/2013,LB618,618,618,LP618
619,1200000,1080000,12/1/2010,5.75,300,5/31/2015,LB619,619,619,LP619
620,10000,5000,11/16/2010,9.25,24,12/31/2012,LB620,620,620,LP620
621,700000,350000,1/1/2011,3.75,84,12/31/2015,LB621,621,621,LP621
622,50000,25000,11/16/2010,6.25,84,9/30/2014,LB622,622,622,LP622
623,1651100,1485990,1/1/2011,5.25,300,10/31/2015,LB623,623,623,LP623
624,200000,180000,11/16/2010,6,84,12/31/2017,LB624,624,624,LP624
625,60000,30000,11/16/2010,7.75,84,3/31/2012,LB625,625,625,LP625
626,10000,5000,11/16/2010,8.72,84,11/30/2017,LB626,626,626,LP626
627,350000,175000,12/1/2010,5.25,13,10/31/2012,LB627,627,627,LP627
628,1220000,1098000,12/1/2010,5,300,11/30/2016,LB628,628,628,LP628
629,350000,175000,8/1/2011,4.64,84,3/31/2015,LB629,629,629,LP629
630,100000,50000,2/1/2011,6.5,81,2/28/2013,LB630,630,630,LP630
631,4430000,3987000,12/1/2010,6,300,9/30/2018,LB631,631,631,LP631
632,10000,5000,8/1/2012,8.65,84,2/28/2013,LB632,632,632,LP632
633,1585000,1426500,11/16/2010,6,317,9/30/2016,LB633,633,633,LP633
634,1900000,1710000,12/1/2010,6,120,7/31/2013,LB634,634,634,LP634
635,2300000,2070000,11/16/2010,8,18,3/31/2012,LB635,635,635,LP635
636,80000,40000,1/1/2011,6.25,84,12/31/2017,LB636,636,636,LP636
637,982500,884250,11/16/2010,5.25,300,11/30/2016,LB637,637,637,LP637
638,49000,24500,11/16/2010,8.14,84,4/30/2015,LB638,638,638,LP638
639,15000,7500,3/1/2011,9.25,64,9/30/2012,LB639,639,639,LP639
640,75000,67500,11/16/2010,6,84,12/31/2017,LB640,640,640,LP640
641,11300,5650,11/16/2010,8,60,11/30/2015,LB641,641,641,LP641
642,100000,50000,1/1/2012,7.25,84,8/31/2013,LB642,642,642,LP642
643,666000,599400,11/16/2010,5.5,300,5/31/2013,LB643,643,643,LP643
644,950000,855000,12/1/2010,6,126,5/31/2014,LB644,644,644,LP644
645,440000,396000,12/1/2010,5.25,84,11/30/2014,LB645,645,645,LP645
646,285300,256770,1/1/2011,5.5,66,6/30/2016,LB646,646,646,LP646
647,150000,135000,2/1/2011,6,120,12/31/2015,LB647,647,647,LP647
648,25000,12500,12/1/2010,7.92,84,11/30/2017,LB648,648,648,LP648
649,25000,12500,11/16/2010,8.1,84,2/28/2014,LB649,649,649,LP649
650,60000,30000,11/16/2010,5.25,84,7/31/2014,LB650,650,650,LP650
651,15000,7500,11/16/2010,7.25,84,4/30/2014,LB651,651,651,LP651
652,90000,81000,11/16/2010,5.5,120,11/30/2018,LB652,652,652,LP652
653,473000,425700,12/1/2010,6,240,10/31/2015,LB653,653,653,LP653
654,205000,184500,2/1/2011,4.75,168,8/31/2013,LB654,654,654,LP654
655,50000,25000,11/16/2010,6.5,84,11/30/2014,LB655,655,655,LP655
656,50000,25000,2/1/2011,4.25,84,3/31/2015,LB656,656,656,LP656
657,420000,378000,11/16/2010,6,240,7/31/2015,LB657,657,657,LP657
658,200000,100000,12/1/2010,4.5,84,5/31/2015,LB658,658,658,LP658
659,58000,52200,12/1/2010,6,120,7/31/2015,LB659,659,659,LP659
660,25000,12500,11/16/2010,7.25,84,11/30/2018,LB660,660,660,LP660
661,200000,100000,1/1/2011,6.25,87,11/30/2014,LB661,661,661,LP661
662,75000,37500,3/1/2011,7.25,120,2/29/2020,LB662,662,662,LP662
663,100000,50000,12/1/2010,6,84,2/28/2018,LB663,663,663,LP663
664,26000,13000,12/1/2010,7.25,60,5/31/2017,LB664,664,664,LP664
665,85000,42500,4/1/2012,6.75,84,12/31/2014,LB665,665,665,LP665
666,150000,75000,12/1/2010,5.25,60,5/31/2014,LB666,666,666,LP666
667,369500,332550,11/16/2010,6,300,3/31/2014,LB667,667,667,LP667
668,400000,360000,12/1/2010,6,120,1/31/2012,LB668,668,668,LP668
669,675000,607500,11/16/2010,5.5,72,7/31/2015,LB669,669,669,LP669
670,8000,4000,12/1/2010,4.95,36,11/30/2013,LB670,670,670,LP670
671,444000,399600,11/16/2010,6,300,2/28/2015,LB671,671,671,LP671
672,30000,15000,12/1/2010,4.75,84,10/31/2017,LB672,672,672,LP672
673,78000,70200,12/1/2010,6,120,1/31/2016,LB673,673,673,LP673
674,125000,62500,11/16/2010,5.25,90,7/31/2019,LB674,674,674,LP674
675,500000,450000,12/1/2010,6,87,5/31/2018,LB675,675,675,LP675
676,1780000,1602000,12/1/2011,8.07,180,12/31/2013,LB676,676,676,LP676
677,30000,15000,11/16/2010,6,60,6/30/2013,LB677,677,677,LP677
678,1000000,500000,12/1/2010,5,84,10/31/2012,LB678,678,678,LP678
679,200000,100000,3/1/2011,5.5,84,4/30/2014,LB679,679,679,LP679
680,263200,131600,12/1/2010,6,246,10/31/2016,LB680,680,680,LP680
681,620000,558000,2/1/2011,5.75,84,2/28/2013,LB681,681,681,LP681
682,150000,75000,1/1/2011,4.75,61,6/30/2016,LB682,682,682,LP682
683,1150200,1035180,12/1/2010,6,306,12/31/2013,LB683,683,683,LP683
684,5000000,4500000,11/16/2010,5.75,120,11/30/2016,LB684,684,684,LP684
685,65000,58500,4/1/2011,6,84,6/30/2015,LB685,685,685,LP685
686,342000,307800,11/16/2010,7.05,120,6/30/2020,LB686,686,686,LP686
687,165000,148500,5/1/2011,6,120,5/31/2019,LB687,687,687,LP687
688,30000,27000,5/1/2011,5.4,84,9/30/2017,LB688,688,688,LP688
689,25000,12500,11/16/2010,6,103,3/31/2019,LB689,689,689,LP689
690,1803000,1622700,12/1/2010,6,300,12/31/2013,LB690,690,690,LP690
691,123200,61600,11/16/2010,6.38,72,10/31/2016,LB691,691,691,LP691
692,20000,10000,12/1/2010,9.75,84,5/31/2017,LB692,692,692,LP692
693,12500,11250,11/16/2010,7.5,120,7/31/2016,LB693,693,693,LP693
694,25000,12500,3/1/2011,6,60,3/31/2016,LB694,694,694,LP694
695,50000,45000,12/1/2010,5.4,66,4/30/2015,LB695,695,695,LP695
696,525000,472500,12/1/2010,6,120,12/31/2011,LB696,696,696,LP696
697,150000,135000,12/1/2010,6,126,7/31/2020,LB697,697,697,LP697
698,5000,2500,3/1/2014,9.75,84,2/29/2016,LB698,698,698,LP698
699,50000,25000,1/1/2011,5.25,84,4/30/2018,LB699,699,699,LP699
700,60000,30000,11/16/2010,5.8,82,9/30/2016,LB700,700,700,LP700
701,20000,10000,12/1/2010,5.25,83,11/30/2017,LB701,701,701,LP701
